Drug_ID,Drug_Name,Company,Region,Sale_Date,Approval_Date,Category,Units_Sold,Price_INR,Revenue_INR,Batch_Number,Manufacturing_Plant,Side_Effects_Reported,Clinical_Trial_Phase,Success_Rate,Regulatory_Status,Doctor_Prescriptions,Customer_Rating,Distribution_Channel,Country,Marketing_Spend_INR
1590,Ibuprofen,Zydus,south ,2025-03-08 05:00:00,2022-09-04,Gastrointestinal,564,32447.4,18300333.6,3685,Pune,41,Phase 4,86.48,Pending,47,2.1,Hospital,India,2468120.18
1591,Losartan,Torrent,NORTH ,2025-03-08 06:00:00,2019-01-17,Vaccine,251,25599.18,6425394.18,4530,Bangalore,29,Phase 2,79.17,Approved,46,1.6,Hospital,India,2788100.79
1592,Paracetamol,Zydus,East Zone,2025-03-08 07:00:00,2018-09-03,Cardiovascular,50,13792.51,689625.5,3314,Hyderabad,23,Phase 1,84.78,Approved,36,3.5,Hospital,India,549743.92
1593,Ciprofloxacin,Sun Pharma,south ,2025-03-08 08:00:00,2018-09-12,Cardiovascular,954,21194.96,20219991.84,3715,Pune,31,Phase 3,57.39,Approved,33,2.2,Distributor,India,2781088.05
1594,Losartan,Zydus,NORTH ,2025-03-08 09:00:00,2016-08-18,Cardiovascular,746,17740.42,13234353.319999998,1847,Pune,37,Phase 1,99.76,Approved,94,4.8,Hospital,India,3893188.02
1595,Atorvastatin,Cipla,East Zone,2025-03-08 10:00:00,2021-12-26,Gastrointestinal,136,1018.89,138569.04,4804,Hyderabad,30,Phase 1,90.75,Rejected,86,2.9,Online,India,677415.11
1596,Ibuprofen,Dr. Reddy's,NORTH ,2025-03-08 11:00:00,2019-08-30,Vaccine,249,8315.48,2070554.52,1108,Ahmedabad,21,Phase 3,65.17,Approved,92,1.3,Hospital,India,2558098.03
1597,Ibuprofen,Lupin,Central,2025-03-08 12:00:00,2019-02-27,Antidiabetic,615,23729.6,14593704.0,3456,Pune,18,Phase 2,56.38,Approved,75,2.4,Hospital,India,3090220.52
1598,Amlodipine,Lupin,East Zone,2025-03-08 13:00:00,2015-01-02,Antidiabetic,64,10655.47,681950.08,2073,Hyderabad,9,Phase 1,58.66,Rejected,47,4.0,Hospital,India,1626108.1
1599,Losartan,Biocon,NORTH ,2025-03-08 14:00:00,2019-01-30,Cardiovascular,80,30136.92,2410953.6,4955,Pune,25,Phase 4,72.29,Rejected,97,3.6,Retail Pharmacy,India,1898069.81
1600,Ciprofloxacin,Aurobindo,SOUTH,2025-03-08 15:00:00,2021-09-01,Antibiotic,365,3192.79,1165368.35,3686,Bangalore,12,Phase 2,85.03,Pending,66,4.1,Distributor,India,1690776.02
1601,Amlodipine,Glenmark, North Region,2025-03-08 16:00:00,2022-09-05,Gastrointestinal,615,39905.63,24541962.45,2996,Hyderabad,11,Phase 4,96.76,Approved,82,4.9,Retail Pharmacy,India,4263370.56
1602,Paracetamol,Dr. Reddy's,west region,2025-03-08 17:00:00,2022-09-05,Gastrointestinal,972,31239.65,30364939.8,3805,Ahmedabad,31,Phase 3,50.69,Rejected,58,1.9,Online,India,3336808.97
1603,Amlodipine,Lupin, east,2025-03-08 18:00:00,2016-10-26,Antibiotic,34,23419.68,796269.12,2849,Pune,42,Phase 3,82.56,Rejected,13,1.8,Online,India,842300.48
1604,Omeprazole,Cipla,WEST,2025-03-08 19:00:00,2023-12-26,Analgesic,636,24707.09,15713709.24,4366,Ahmedabad,33,Phase 4,81.46,Pending,67,1.3,Distributor,India,3622778.4
1605,Azithromycin,Zydus,Central,2025-03-08 20:00:00,2017-07-14,Analgesic,274,21674.46,5938802.04,2748,Mumbai,35,Phase 3,87.24,Approved,77,1.3,Retail Pharmacy,India,1708856.17
1606,Amlodipine,Sun Pharma,west region,2025-03-08 21:00:00,2022-08-30,Antibiotic,589,25942.37,15280055.93,2601,Mumbai,0,Phase 4,58.41,Approved,56,4.0,Online,India,780568.3
1607,Omeprazole,Sun Pharma,East Zone,2025-03-08 22:00:00,2017-01-27,Antidiabetic,531,2728.92,1449056.52,1778,Hyderabad,34,Phase 3,89.13,Approved,20,1.5,Retail Pharmacy,India,1466741.5
1608,Atorvastatin,Glenmark, east,2025-03-08 23:00:00,2022-12-21,Antidiabetic,453,32890.77,14899518.81,4217,Ahmedabad,47,Phase 2,84.14,Approved,10,3.2,Retail Pharmacy,India,4720698.46
1609,Amlodipine,Cipla,Central,2025-03-09 00:00:00,2020-02-10,Analgesic,986,27071.26,26692262.36,4119,Hyderabad,12,Phase 3,69.1,Pending,78,1.2,Online,India,2375337.79
1610,Amlodipine,Sun Pharma,south ,2025-03-09 01:00:00,2018-12-22,Analgesic,321,15881.67,5098016.07,1875,Pune,48,Phase 3,57.01,Rejected,29,2.1,Hospital,India,3515453.18
1611,Atorvastatin,Biocon, east,2025-03-09 02:00:00,2017-11-23,Antibiotic,616,35973.52,22159688.32,1428,Pune,8,Phase 3,88.87,Rejected,99,2.4,Online,India,3067236.06
1612,Losartan,Zydus,west region,2025-03-09 03:00:00,2024-01-03,Analgesic,980,11583.76,11352084.8,1903,Ahmedabad,14,Phase 3,68.09,Pending,53,4.0,Hospital,India,3649292.21
1613,Ciprofloxacin,Sun Pharma,Central,2025-03-09 04:00:00,2016-01-30,Vaccine,855,27856.72,23817495.6,2998,Pune,29,Phase 2,89.16,Pending,17,1.0,Online,India,3846935.52
1614,Omeprazole,Zydus,West ,2025-03-09 05:00:00,2019-08-16,Analgesic,991,33163.17,32864701.47,1510,Bangalore,18,Phase 4,66.09,Pending,89,4.2,Hospital,India,3021746.24
1615,Paracetamol,Cadila,WEST,2025-03-09 06:00:00,2021-11-03,Antidiabetic,977,5843.52,5709119.04,1669,Ahmedabad,19,Phase 2,81.37,Approved,60,3.8,Retail Pharmacy,India,462732.66
1616,,Dr. Reddy's,NORTH ,2025-03-09 07:00:00,2016-09-16,Analgesic,376,33727.09,12681385.839999998,3199,Ahmedabad,31,Phase 1,90.82,Pending,48,1.1,Hospital,India,4678853.83
1617,Paracetamol,Zydus,SOUTH,2025-03-09 08:00:00,2018-09-11,Gastrointestinal,187,25612.59,4789554.33,1849,Hyderabad,21,Phase 1,87.33,Approved,82,3.8,Retail Pharmacy,India,305259.43
1618,Amoxicillin,Cadila, North Region,2025-03-09 09:00:00,2024-11-25,Antibiotic,535,8456.3,4524120.5,2403,Pune,32,Phase 3,64.46,Pending,40,1.8,Distributor,India,2083290.45
1619,Metformin,Zydus,WEST,2025-03-09 10:00:00,2018-07-23,Antidiabetic,207,6136.01,1270154.07,1678,Bangalore,8,Phase 2,70.21,Rejected,68,2.1,Retail Pharmacy,India,1235177.33
1620,Paracetamol,Biocon,south ,2025-03-09 11:00:00,2020-02-09,Antidiabetic,557,14423.97,8034151.29,1997,Pune,23,Phase 1,50.26,Pending,14,3.8,Retail Pharmacy,India,787894.33
1621,Paracetamol,Aurobindo, North Region,2025-03-09 12:00:00,2015-02-25,Analgesic,222,33187.27,7367573.939999999,3887,Pune,46,Phase 2,91.47,Rejected,46,3.8,Hospital,India,4668667.9
1622,Metformin,Sun Pharma,Central,2025-03-09 13:00:00,2024-03-02,Vaccine,981,30378.81,29801612.610000003,4516,Pune,12,Phase 3,76.29,Rejected,75,1.5,Online,India,2930623.58
1623,Amlodipine,Torrent, North Region,2025-03-09 14:00:00,2018-01-19,Antibiotic,807,12466.45,10060425.15,1667,Pune,37,Phase 4,87.09,Pending,48,1.5,Hospital,India,4696091.15
1624,Atorvastatin,Sun Pharma,Central,2025-03-09 15:00:00,2024-12-15,Antibiotic,435,12099.07,5263095.45,4672,Bangalore,46,Phase 3,95.33,Rejected,74,4.0,Online,India,4535843.74
1625,Atorvastatin,Biocon,south ,2025-03-09 16:00:00,2022-01-26,Gastrointestinal,938,36278.31,34029054.78,3150,Bangalore,29,Phase 2,76.65,Pending,96,2.3,Online,India,2276395.5
1626,Metformin,Torrent,Central,2025-03-09 17:00:00,2021-05-31,Cardiovascular,930,13928.1,12953133.0,3036,Hyderabad,12,Phase 3,80.42,Pending,34,2.8,Retail Pharmacy,India,537539.42
1627,,Biocon,WEST,2025-03-09 18:00:00,2020-01-01,Analgesic,866,24407.44,21136843.04,2599,Mumbai,42,Phase 4,89.32,Approved,92,4.8,Hospital,India,2115446.21
1628,Ciprofloxacin,Torrent,NORTH ,2025-03-09 19:00:00,2018-02-19,Antibiotic,769,6480.94,4983842.859999999,3639,Ahmedabad,43,Phase 2,63.82,Pending,40,2.4,Distributor,India,3762700.77
1629,Amoxicillin,Lupin,Central,2025-03-09 20:00:00,2020-11-02,Vaccine,449,31794.46,14275712.54,2557,Ahmedabad,12,Phase 2,94.06,Rejected,53,3.8,Distributor,India,850247.54
1630,Omeprazole,Torrent,souTh,2025-03-09 21:00:00,2024-05-27,Cardiovascular,776,23734.32,18417832.32,3270,Ahmedabad,16,Phase 2,56.75,Rejected,90,2.9,Distributor,India,2663003.0
1631,Amlodipine,Aurobindo,Central,2025-03-09 22:00:00,2022-09-23,Antibiotic,360,37361.15,13450014.0,1756,Bangalore,18,Phase 1,51.04,Pending,49,4.0,Distributor,India,989098.87
1632,Losartan,Aurobindo,north,2025-03-09 23:00:00,2024-07-28,Cardiovascular,866,38813.69,33612655.54,1044,Mumbai,5,Phase 3,59.78,Pending,46,1.9,Hospital,India,4766832.25
1633,Atorvastatin,Zydus,Central,2025-03-10 00:00:00,2021-02-06,Antibiotic,584,17628.37,10294968.08,1781,Pune,21,Phase 1,70.62,Pending,80,4.4,Online,India,2192520.28
1634,Ibuprofen,Biocon,WEST,2025-03-10 01:00:00,2016-03-13,Vaccine,765,3505.93,2682036.45,1336,Pune,48,Phase 4,64.66,Rejected,67,3.7,Distributor,India,3051741.81
1635,Metformin,Biocon,East Zone,2025-03-10 02:00:00,2016-08-12,Cardiovascular,216,7555.89,1632072.24,1217,Ahmedabad,39,Phase 4,79.92,Rejected,21,2.7,Retail Pharmacy,India,3911946.38
1636,,Aurobindo, east,2025-03-10 03:00:00,2016-06-17,Antidiabetic,417,1766.8,736755.6,1784,Bangalore,3,Phase 3,75.31,Approved,25,1.2,Hospital,India,1565821.21
1637,Amlodipine,Aurobindo, North Region,2025-03-10 04:00:00,2022-07-21,Antidiabetic,249,32949.01,8204303.49,3511,Bangalore,23,Phase 1,97.29,Rejected,13,3.4,Hospital,India,3657637.36
1638,Amoxicillin,Zydus, east,2025-03-10 05:00:00,2018-02-07,Analgesic,939,31720.9,29785925.1,3070,Ahmedabad,26,Phase 2,87.8,Rejected,61,3.7,Online,India,110712.61
1639,Ciprofloxacin,Dr. Reddy's, east,2025-03-10 06:00:00,2017-10-24,Analgesic,659,35171.39,23177946.01,3390,Bangalore,11,Phase 2,94.66,Pending,64,4.9,Distributor,India,1999175.65
1640,Paracetamol,Biocon,EAST,2025-03-10 07:00:00,2020-03-05,Vaccine,823,38698.77,31849087.71,3228,Mumbai,7,Phase 2,71.81,Pending,75,3.7,Hospital,India,1805007.32
1641,Amlodipine,Lupin,WEST,2025-03-10 08:00:00,2018-03-12,Antibiotic,463,34522.68,15984000.84,1122,Mumbai,47,Phase 3,57.61,Pending,98,4.8,Hospital,India,2069114.78
1642,Azithromycin,Lupin,Central,2025-03-10 09:00:00,2023-10-01,Antibiotic,319,4592.04,1464860.76,1311,Hyderabad,3,Phase 1,78.54,Pending,60,1.9,Hospital,India,2778012.66
1643,Azithromycin,Aurobindo,north,2025-03-10 10:00:00,2020-04-18,Antidiabetic,509,8540.16,4346941.44,3039,Mumbai,27,Phase 3,81.12,Rejected,13,4.2,Distributor,India,3702081.06
1644,Ibuprofen,Cipla,Central,2025-03-10 11:00:00,2023-06-22,Vaccine,835,1272.14,1062236.9,3578,Bangalore,13,Phase 1,83.82,Pending,23,2.1,Distributor,India,282696.45
1645,Amoxicillin,Glenmark,West ,2025-03-10 12:00:00,2023-10-14,Analgesic,298,35042.4,10442635.2,3270,Bangalore,30,Phase 2,83.22,Rejected,82,2.0,Hospital,India,1277900.21
1646,,Torrent,Central,2025-03-10 13:00:00,2017-11-19,Cardiovascular,835,27954.38,23341907.3,2679,Pune,32,Phase 4,66.27,Rejected,37,4.8,Hospital,India,3603130.1
1647,Paracetamol,Cadila,West ,2025-03-10 14:00:00,2022-10-02,Antidiabetic,865,30396.41,26292894.65,4032,Bangalore,46,Phase 4,98.68,Pending,77,3.3,Hospital,India,4707626.68
1648,Losartan,Lupin,East Zone,2025-03-10 15:00:00,2024-05-18,Antidiabetic,529,16110.09,8522237.61,4841,Mumbai,29,Phase 1,69.61,Approved,41,3.5,Distributor,India,622955.66
1649,Atorvastatin,Biocon,south ,2025-03-10 16:00:00,2015-02-16,Analgesic,197,28656.59,5645348.23,4653,Ahmedabad,1,Phase 1,56.87,Pending,87,1.5,Online,India,2689336.93
1650,Omeprazole,Cadila,south ,2025-03-10 17:00:00,2023-08-23,Antibiotic,977,11336.76,11076014.52,1600,Pune,48,Phase 4,95.51,Rejected,72,1.4,Distributor,India,1169111.85
1651,Azithromycin,Sun Pharma,West ,2025-03-10 18:00:00,2017-03-07,Gastrointestinal,949,6657.62,6318081.38,3053,Hyderabad,36,Phase 3,70.82,Pending,84,2.2,Retail Pharmacy,India,2255559.22
1652,Metformin,Aurobindo, North Region,2025-03-10 19:00:00,2017-05-22,Gastrointestinal,19,20769.37,394618.03,3640,Hyderabad,22,Phase 4,61.98,Rejected,61,4.2,Retail Pharmacy,India,1524448.34
1653,Losartan,Dr. Reddy's,south ,2025-03-10 20:00:00,2016-08-13,Gastrointestinal,941,1549.01,1457618.41,1896,Bangalore,25,Phase 3,84.78,Rejected,44,2.5,Retail Pharmacy,India,386656.97
1654,,Torrent,East Zone,2025-03-10 21:00:00,2017-06-23,Antidiabetic,744,24295.88,18076134.720000003,4307,Ahmedabad,13,Phase 1,91.82,Pending,30,2.6,Distributor,India,2407979.28
1655,Paracetamol,Lupin,souTh,2025-03-10 22:00:00,2023-06-17,Antidiabetic,593,38822.15,23021534.95,3901,Hyderabad,11,Phase 3,67.82,Approved,49,2.5,Retail Pharmacy,India,1500440.17
1656,Metformin,Glenmark,Central,2025-03-10 23:00:00,2018-11-24,Antibiotic,795,20506.37,16302564.15,2621,Hyderabad,16,Phase 3,74.57,Rejected,29,1.7,Distributor,India,4289183.11
1657,Losartan,Glenmark, North Region,2025-03-11 00:00:00,2024-09-08,Antibiotic,925,9987.68,9238604.0,2425,Bangalore,41,Phase 2,69.03,Approved,36,2.9,Hospital,India,95394.95
1658,Atorvastatin,Cadila,Central,2025-03-11 01:00:00,2019-11-05,Gastrointestinal,788,30147.96,23756592.48,4682,Bangalore,11,Phase 2,73.26,Rejected,46,2.7,Retail Pharmacy,India,1195901.28
1659,Paracetamol,Lupin,EAST,2025-03-11 02:00:00,2020-07-25,Antidiabetic,355,16650.88,5911062.4,2653,Bangalore,3,Phase 2,63.2,Approved,28,1.6,Online,India,292564.68
1660,Metformin,Lupin,Central,2025-03-11 03:00:00,2023-01-31,Gastrointestinal,565,38361.22,21674089.3,4203,Pune,9,Phase 2,87.38,Pending,13,3.0,Retail Pharmacy,India,4472843.11
1661,Ibuprofen,Cadila,south ,2025-03-11 04:00:00,2022-02-06,Analgesic,474,14007.65,6639626.1,2761,Pune,45,Phase 4,58.55,Pending,75,2.2,Distributor,India,2213498.37
1662,Metformin,Torrent,Central,2025-03-11 05:00:00,2023-12-01,Antibiotic,434,36725.73,15938966.820000002,2280,Hyderabad,19,Phase 1,74.66,Approved,10,4.1,Retail Pharmacy,India,2836967.27
1663,Azithromycin,Glenmark,souTh,2025-03-11 06:00:00,2024-06-14,Cardiovascular,104,7696.69,800455.76,1938,Ahmedabad,11,Phase 3,67.83,Approved,52,3.4,Hospital,India,2339277.55
1664,Amoxicillin,Cipla,East Zone,2025-03-11 07:00:00,2022-04-28,Antibiotic,384,23051.09,8851618.56,3435,Hyderabad,7,Phase 4,73.25,Approved,39,4.9,Online,India,2250178.84
1665,Amoxicillin,Zydus,EAST,2025-03-11 08:00:00,2016-01-14,Analgesic,869,21690.4,18848957.6,4679,Ahmedabad,42,Phase 2,69.42,Approved,63,2.0,Retail Pharmacy,India,4443885.31
1666,Ciprofloxacin,Lupin,west region,2025-03-11 09:00:00,2017-05-26,Antibiotic,132,10309.79,1360892.28,4892,Pune,41,Phase 1,65.39,Approved,61,3.7,Distributor,India,3903990.01
1667,Ciprofloxacin,Cipla, North Region,2025-03-11 10:00:00,2018-04-24,Vaccine,251,25503.98,6401498.98,2433,Mumbai,32,Phase 1,69.52,Approved,88,3.1,Retail Pharmacy,India,4417993.45
1668,Amlodipine,Cadila,Central,2025-03-11 11:00:00,2018-12-15,Cardiovascular,597,18942.66,11308768.02,4124,Bangalore,36,Phase 4,92.62,Approved,29,1.4,Hospital,India,509516.5
1669,Paracetamol,Dr. Reddy's,souTh,2025-03-11 12:00:00,2018-10-22,Antidiabetic,761,8175.8,6221783.8,3813,Bangalore,45,Phase 4,57.48,Approved,99,3.0,Retail Pharmacy,India,922921.87
1670,Azithromycin,Dr. Reddy's,souTh,2025-03-11 13:00:00,2015-07-11,Antibiotic,697,1114.63,776897.1100000001,2543,Mumbai,24,Phase 4,87.58,Rejected,94,2.3,Online,India,2835763.09
1671,Ciprofloxacin,Cipla, east,2025-03-11 14:00:00,2024-03-17,Analgesic,165,22122.64,3650235.6,4364,Bangalore,46,Phase 4,77.33,Approved,26,3.3,Hospital,India,2221966.36
1672,Ciprofloxacin,Cadila,north,2025-03-11 15:00:00,2018-02-19,Antibiotic,652,20069.61,13085385.72,4479,Ahmedabad,11,Phase 2,89.99,Approved,25,2.4,Distributor,India,4059083.21
1673,Paracetamol,Zydus,East Zone,2025-03-11 16:00:00,2019-08-05,Analgesic,747,17568.38,13123579.86,2398,Pune,37,Phase 1,81.68,Approved,53,2.5,Online,India,2102019.71
1674,Atorvastatin,Zydus,EAST,2025-03-11 17:00:00,2022-10-14,Antibiotic,270,31649.79,8545443.3,3660,Pune,11,Phase 3,85.5,Pending,19,3.6,Distributor,India,3240629.6
1675,Amoxicillin,Lupin, east,2025-03-11 18:00:00,2021-06-07,Antidiabetic,23,37374.06,859603.3799999999,1539,Bangalore,18,Phase 2,56.93,Rejected,92,4.4,Retail Pharmacy,India,3535508.35
1676,Atorvastatin,Lupin, east,2025-03-11 19:00:00,2019-05-16,Analgesic,762,17633.53,13436749.86,2186,Mumbai,38,Phase 3,74.0,Pending,76,1.5,Hospital,India,1687744.55
1677,Atorvastatin,Cipla,West ,2025-03-11 20:00:00,2018-09-25,Cardiovascular,354,31224.93,11053625.22,2743,Mumbai,28,Phase 1,88.18,Approved,75,3.6,Hospital,India,3338760.1
1678,Losartan,Glenmark,East Zone,2025-03-11 21:00:00,2023-05-03,Cardiovascular,621,39711.27,24660698.67,3745,Pune,37,Phase 2,53.5,Pending,77,3.8,Retail Pharmacy,India,4928269.62
1679,Amlodipine,Aurobindo, North Region,2025-03-11 22:00:00,2017-09-18,Cardiovascular,430,1040.0,447200.0,4199,Pune,9,Phase 3,84.58,Pending,74,3.8,Distributor,India,3542482.38
1680,Ibuprofen,Cadila,souTh,2025-03-11 23:00:00,2015-02-17,Analgesic,884,6251.6,5526414.4,2659,Ahmedabad,38,Phase 4,61.9,Pending,16,4.7,Online,India,367709.21
1681,Amlodipine,Sun Pharma,north,2025-03-12 00:00:00,2019-03-03,Gastrointestinal,38,25991.1,987661.8,3890,Pune,7,Phase 3,80.75,Approved,53,1.9,Online,India,3753333.87
1682,Amoxicillin,Cadila,west region,2025-03-12 01:00:00,2017-08-24,Analgesic,339,19362.51,6563890.89,3650,Bangalore,49,Phase 1,72.76,Rejected,18,4.0,Hospital,India,3417428.27
1683,Amlodipine,Biocon,WEST,2025-03-12 02:00:00,2020-01-14,Analgesic,514,38792.59,19939391.26,4889,Hyderabad,17,Phase 4,99.53,Pending,44,3.8,Distributor,India,4628910.11
1684,Omeprazole,Aurobindo,Central,2025-03-12 03:00:00,2023-08-31,Cardiovascular,797,19132.97,15248977.090000002,3861,Bangalore,26,Phase 2,63.07,Approved,14,4.6,Online,India,2056482.85
1685,Losartan,Sun Pharma,WEST,2025-03-12 04:00:00,2022-06-03,Antibiotic,340,29989.44,10196409.6,3457,Pune,24,Phase 2,54.79,Rejected,16,4.9,Hospital,India,3591468.22
1686,Azithromycin,Zydus,NORTH ,2025-03-12 05:00:00,2015-06-23,Analgesic,384,17423.27,6690535.68,3809,Bangalore,17,Phase 1,86.41,Rejected,58,1.2,Retail Pharmacy,India,4871700.63
1687,Azithromycin,Biocon,WEST,2025-03-12 06:00:00,2020-07-20,Analgesic,945,20046.93,18944348.85,4161,Bangalore,9,Phase 2,79.32,Pending,94,4.5,Online,India,4877308.52
1688,Amoxicillin,Zydus,Central,2025-03-12 07:00:00,2023-09-10,Analgesic,275,32296.52,8881543.0,1838,Mumbai,29,Phase 2,74.19,Approved,94,3.4,Online,India,1428646.08
1689,Azithromycin,Cipla,West ,2025-03-12 08:00:00,2023-07-12,Cardiovascular,124,38678.79,4796169.96,2113,Pune,35,Phase 1,68.86,Rejected,30,3.2,Retail Pharmacy,India,1678611.95
1690,Atorvastatin,Torrent,West ,2025-03-12 09:00:00,2024-09-12,Analgesic,249,22227.51,5534649.989999999,1165,Pune,2,Phase 1,89.8,Pending,15,2.5,Hospital,India,2219457.93
1691,Amlodipine,Sun Pharma,west region,2025-03-12 10:00:00,2017-11-25,Analgesic,945,30921.24,29220571.8,1997,Pune,22,Phase 3,78.78,Approved,87,4.8,Distributor,India,482940.27
1692,Amoxicillin,Dr. Reddy's,EAST,2025-03-12 11:00:00,2023-12-24,Cardiovascular,249,14994.45,3733618.05,3027,Pune,17,Phase 4,56.71,Pending,32,3.8,Online,India,3136239.34
1693,,Dr. Reddy's,EAST,2025-03-12 12:00:00,2023-10-17,Analgesic,250,1708.6,427150.0,2745,Pune,48,Phase 4,93.89,Approved,20,2.6,Distributor,India,3716723.45
1694,Ibuprofen,Cadila,NORTH ,2025-03-12 13:00:00,2020-06-08,Analgesic,955,13455.14,12849658.7,2032,Pune,36,Phase 1,72.08,Approved,13,4.6,Distributor,India,4559327.05
1695,Amoxicillin,Lupin,SOUTH,2025-03-12 14:00:00,2020-04-13,Cardiovascular,818,23231.48,19003350.64,2818,Pune,9,Phase 4,94.67,Pending,13,1.5,Retail Pharmacy,India,2062832.26
1696,Metformin,Cipla, east,2025-03-12 15:00:00,2016-01-23,Vaccine,155,34478.48,5344164.4,2928,Hyderabad,20,Phase 2,67.08,Pending,78,1.9,Hospital,India,878544.96
1697,Omeprazole,Lupin,Central,2025-03-12 16:00:00,2021-12-17,Cardiovascular,572,2523.89,1443665.0799999998,2577,Mumbai,42,Phase 4,76.88,Pending,54,1.8,Online,India,2970142.59
1698,Amoxicillin,Zydus,West ,2025-03-12 17:00:00,2022-10-11,Cardiovascular,205,14373.48,2946563.4,2147,Pune,44,Phase 4,54.78,Approved,64,3.4,Distributor,India,2654531.77
1699,Metformin,Zydus,Central,2025-03-12 18:00:00,2024-08-26,Cardiovascular,360,15532.89,5591840.399999999,4795,Mumbai,14,Phase 1,60.15,Approved,56,4.9,Online,India,2062791.57
1700,Atorvastatin,Lupin,Central,2025-03-12 19:00:00,2016-09-23,Antibiotic,826,35578.59,29387915.34,2662,Hyderabad,7,Phase 4,66.7,Pending,74,1.7,Hospital,India,1280426.55
1701,Losartan,Torrent,south ,2025-03-12 20:00:00,2017-08-05,Gastrointestinal,588,16504.63,9704722.44,3940,Pune,35,Phase 3,70.05,Rejected,77,5.0,Distributor,India,2773470.27
1702,Omeprazole,Aurobindo,north,2025-03-12 21:00:00,2018-11-02,Analgesic,117,31436.33,3678050.61,2581,Hyderabad,27,Phase 4,52.91,Rejected,33,3.3,Hospital,India,2478187.42
1703,Amoxicillin,Zydus,souTh,2025-03-12 22:00:00,2020-07-23,Analgesic,269,9691.98,2607142.62,1100,Hyderabad,28,Phase 4,59.8,Rejected,25,2.0,Retail Pharmacy,India,697731.23
1704,Azithromycin,Glenmark,north,2025-03-12 23:00:00,2019-11-22,Vaccine,659,30570.97,20146269.23,3808,Hyderabad,22,Phase 3,54.46,Approved,17,3.7,Retail Pharmacy,India,3576350.65
1705,Amlodipine,Dr. Reddy's,East Zone,2025-03-13 00:00:00,2018-12-26,Cardiovascular,95,31306.1,2974079.5,1186,Ahmedabad,4,Phase 1,56.73,Pending,71,3.1,Distributor,India,2170213.56
1706,Amoxicillin,Aurobindo,East Zone,2025-03-13 01:00:00,2023-12-21,Antibiotic,332,20266.49,6728474.680000001,1838,Pune,37,Phase 2,88.53,Approved,15,2.6,Online,India,166985.55
1707,Paracetamol,Cadila,souTh,2025-03-13 02:00:00,2019-06-23,Antidiabetic,714,36777.04,26258806.56,2954,Mumbai,13,Phase 4,97.01,Rejected,74,3.7,Online,India,2675270.24
1708,Omeprazole,Biocon,NORTH ,2025-03-13 03:00:00,2022-11-11,Analgesic,458,35476.0,16248008.0,2042,Ahmedabad,27,Phase 1,65.14,Rejected,45,1.7,Distributor,India,3245137.12
1709,Losartan,Lupin,souTh,2025-03-13 04:00:00,2015-08-13,Analgesic,513,19759.67,10136710.71,1549,Bangalore,2,Phase 3,95.28,Pending,56,1.5,Online,India,798230.74
1710,Amlodipine,Sun Pharma,SOUTH,2025-03-13 05:00:00,2015-02-19,Cardiovascular,75,10776.8,808260.0,3057,Bangalore,39,Phase 1,89.96,Pending,52,4.8,Online,India,879431.52
1711,,Torrent,Central,2025-03-13 06:00:00,2024-08-09,Analgesic,391,29146.67,11396347.97,1208,Ahmedabad,47,Phase 4,60.94,Rejected,66,2.8,Hospital,India,4864264.06
1712,Losartan,Glenmark,West ,2025-03-13 07:00:00,2017-11-12,Vaccine,400,15029.04,6011616.0,2043,Pune,1,Phase 3,57.01,Pending,93,3.9,Distributor,India,4176940.55
1713,Metformin,Torrent,south ,2025-03-13 08:00:00,2023-04-20,Gastrointestinal,112,20164.1,2258379.2,4155,Bangalore,31,Phase 3,67.04,Pending,40,2.6,Online,India,1467278.05
1714,Atorvastatin,Lupin, east,2025-03-13 09:00:00,2021-10-30,Antidiabetic,315,1614.65,508614.75,4497,Bangalore,48,Phase 3,65.17,Rejected,35,3.9,Online,India,4362325.68
1715,Atorvastatin,Torrent,SOUTH,2025-03-13 10:00:00,2022-11-15,Antibiotic,313,2447.68,766123.84,1745,Mumbai,1,Phase 3,55.59,Pending,28,3.8,Distributor,India,1795455.32
1716,Amoxicillin,Aurobindo,west region,2025-03-13 11:00:00,2019-09-02,Cardiovascular,516,2048.89,1057227.24,4850,Pune,3,Phase 3,69.56,Approved,58,1.0,Distributor,India,3476392.77
1717,Atorvastatin,Glenmark,SOUTH,2025-03-13 12:00:00,2021-01-02,Antibiotic,61,10698.22,652591.4199999999,4352,Pune,38,Phase 3,95.36,Rejected,23,2.4,Hospital,India,2224311.47
1718,Amoxicillin,Dr. Reddy's,Central,2025-03-13 13:00:00,2017-05-08,Cardiovascular,46,27167.92,1249724.3199999998,4982,Ahmedabad,35,Phase 2,99.06,Approved,53,2.5,Retail Pharmacy,India,2041835.1
1719,Omeprazole,Cadila, North Region,2025-03-13 14:00:00,2017-03-03,Antibiotic,872,13906.33,12126319.76,2045,Pune,12,Phase 2,50.98,Rejected,23,4.6,Distributor,India,4393636.35
1720,Ibuprofen,Torrent,Central,2025-03-13 15:00:00,2016-10-17,Antidiabetic,324,32641.5,10575846.0,1433,Ahmedabad,39,Phase 1,68.14,Rejected,43,3.6,Online,India,1745939.27
1721,Losartan,Cipla,souTh,2025-03-13 16:00:00,2021-12-20,Antidiabetic,466,22959.26,10699015.16,2036,Ahmedabad,25,Phase 4,59.79,Approved,41,4.4,Hospital,India,285771.2
